tmp/ramdisk.py - bohrium: False, size: 28, elapsed-time: 6.511829
         7139308 function calls (6692348 primitive calls) in 6.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      116    0.000    0.000    0.000    0.000 __init__.py:1936(__init__)
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       20    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
      209    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
      276    0.000    0.000    0.000    0.000 version.py:334(epoch)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5137(postParse)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
       84    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       15    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
      104    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
       20    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 _pslinux.py:554(cpu_times)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        9    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
      335    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
      520    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
       42    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
      284    0.000    0.000    0.000    0.000 version.py:352(post)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      252    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        7    0.000    0.000    0.000    0.000 _common.py:419(memoize_when_activated)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4120(streamline)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
      106    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
      383    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 _common.py:712(open_binary)
      219    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      396    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
      196    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        7    0.000    0.000    0.000    0.000 specifiers.py:313(_require_version_compare)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       17    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:3246(_initialize)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5075(copy)
      276    0.000    0.000    0.000    0.000 version.py:340(release)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:355(get_provider)
       52    0.000    0.000    0.000    0.000 re.py:268(escape)
      276    0.000    0.000    0.000    0.000 version.py:362(local)
       27    0.000    0.000    0.000    0.000 _pydecimal.py:3945(__setattr__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 __init__.py:631(find)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
      182    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pyio.py:1999(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
        5    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
       61    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      276    0.000    0.000    0.000    0.000 version.py:357(dev)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        2    0.000    0.000    0.000    0.000 functools.py:524(decorating_function)
       74    0.000    0.000    0.000    0.000 argparse.py:1308(register)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
      112    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
      9/7    0.000    0.000    0.000    0.000 pyparsing.py:5055(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:3135(__contains__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 py2_warn.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3169(_find_adapter)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      196    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 specifiers.py:770(contains)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
       84    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:284(_assert_pid_not_reused)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:518(__new__)
        1    0.000    0.000    0.000    0.000 _compat.py:25(with_metaclass)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 core.py:6376(__array_finalize__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
       38    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
      160    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      142    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4126(parseImpl)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 appdirs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       78    0.000    0.000    0.000    0.000 __init__.py:922(_added_new)
       50    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        6    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
       13    0.000    0.000    0.000    0.000 enum.py:327(__getattr__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:509(Decimal)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
       28    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        4    0.000    0.000    0.000    0.000 _pyio.py:1742(close)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
       75    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3247(parseImpl)
        2    0.000    0.000    0.000    0.000 _pyio.py:1308(close)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       17    0.000    0.000    0.000    0.000 argparse.py:1514(_pop_action_class)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        2    0.000    0.000    0.000    0.000 _pyio.py:823(close)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1369(<listcomp>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4192(__str__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 _pyio.py:2174(close)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fc200d90d30}
        1    0.000    0.000    0.000    0.000 ramdisk.py:19(init_grid)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
        1    0.000    0.000    0.000    0.000 _common.py:135(NicDuplex)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
      124    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
      143    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.000    0.000 _pslinux.py:126(IOPriority)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1734(tryParse)
       17    0.000    0.000    0.000    0.000 argparse.py:809(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1856(take_action)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       84    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
       13    0.000    0.000    0.000    0.000 enum.py:146(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2319(__xor__)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 pathlib.py:1016(Path)
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        9    0.000    0.000    0.000    0.000 argparse.py:851(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        6    0.000    0.000    0.000    0.000 argparse.py:909(__init__)
       36    0.000    0.000    0.000    0.000 argparse.py:1312(_registry_get)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:3251(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat.py:34(__new__)
       12    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
      101    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 temp.py:8(<module>)
        8    0.000    0.000    0.000    0.000 _pslinux.py:584(<listcomp>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4113(__init__)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        1    0.000    0.000    0.000    0.000 util.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 _common.py:147(BatteryTime)
        9    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
        1    0.000    0.000    0.000    0.000 argparse.py:2358(_get_values)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 _pyio.py:1406(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3549(__str__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 objtypes.py:8(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1074(_SubParsersAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:615(__delitem__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        4    0.000    0.000    0.000    0.000 _pyio.py:1782(isatty)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:3865(Context)
        1    0.000    0.000    0.000    0.000 sysconfig.py:605(get_platform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6929(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 util.py:184(pprint)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       42    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 numeric.py:159(ones)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        3    0.000    0.000    0.000    0.000 _pyio.py:1036(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       75    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
       12    0.000    0.000    0.000    0.000 __init__.py:2360(_is_egg_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1047(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       25    0.000    0.000    0.000    0.000 _pyio.py:484(_checkClosed)
        9    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       15    0.000    0.000    0.000    0.000 _pydecimal.py:3920(_set_integer_check)
       66    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
       40    0.000    0.000    0.000    0.000 __init__.py:1886(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
      127    0.000    0.000    0.000    0.000 _dill.py:569(<genexpr>)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        6    0.000    0.000    0.000    0.000 argparse.py:886(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 argparse.py:2414(_get_value)
        1    0.000    0.000    0.000    0.000 __init__.py:95(extend)
        1    0.000    0.000    0.000    0.000 __init__.py:2006(getLogger)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:3934(_set_signal_dict)
        6    0.000    0.000    0.000    0.000 argparse.py:1518(_get_handler)
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:138(_declare_state)
       47    0.000    0.000    0.000    0.000 enum.py:659(value)
       17    0.000    0.000    0.000    0.000 argparse.py:570(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
       36    0.000    0.000    0.000    0.000 enum.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 _pyio.py:1755(seekable)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
       17    0.000    0.000    0.000    0.000 argparse.py:579(format)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 pointers.py:9(<module>)
        1    0.000    0.000    0.000    0.000 os.py:766(getenv)
       15    0.000    0.000    0.000    0.000 _pyio.py:848(closed)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(getLogger)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 specifiers.py:39(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 _compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _dill.py:26(_trace)
        2    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       17    0.000    0.000    0.000    0.000 argparse.py:1527(_check_conflict)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4197(<genexpr>)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        8    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
       17    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       56    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _pyio.py:841(seekable)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        2    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        2    0.000    0.000    0.000    0.000 argparse.py:1031(__init__)
       38    0.000    0.000    0.000    0.000 _pydecimal.py:3909(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
       37    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
       17    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1405(setLevel)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
       36    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 _dill.py:1495(_extend)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 _pyio.py:1228(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
       36    0.000    0.000    0.000    0.000 enum.py:654(name)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
       41    0.000    0.000    0.000    0.000 _dill.py:497(proxy)
       80    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 _pyio.py:1722(tell)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
       41    0.000    0.000    0.000    0.000 _dill.py:496(register)
        1    0.000    0.000    0.000    0.000 specifiers.py:651(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        3    0.000    0.000    0.000    0.000 _pyio.py:818(flush)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
       40    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 _pyio.py:1471(FileIO)
